iter	MultiClass
464	0.001045588292
465	0.001042089746
466	0.001038615465
467	0.001036075638
468	0.001032877332
469	0.001029839388
470	0.001026679674
471	0.001023678083
472	0.001020626953
473	0.001017660731
474	0.00101629248
475	0.001012983644
476	0.001009995135
477	0.001007705419
478	0.001004557413
479	0.001001549198
480	0.0009983334266
481	0.000995492993
482	0.0009926687677
483	0.0009897858659
484	0.0009869941057
485	0.0009841557311
486	0.0009813338421
487	0.000978589651
488	0.0009758608466
489	0.0009728029695
490	0.0009701057513
491	0.0009674235293
492	0.0009647561777
493	0.0009621035721
494	0.0009607483859
495	0.0009580396713
496	0.0009550895325
497	0.0009524889922
498	0.0009498799661
499	0.000947307782
